objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,redshift,plate,mjd,fiberid,class
1.23764872068845E+018,167.6056221039,-0.4208983039,18.96952,17.75198,17.14104,16.75189,16.55224,756,301,2,346,3.13041162787121E+017,0.0906776,278,51900,149,GALAXY
1.23764872068845E+018,167.6392305618,-0.5828076223,17.77293,16.36301,15.65379,15.24727,14.97984,756,301,2,346,3.13039788397586E+017,0.08997068,278,51900,144,GALAXY
1.23764872068858E+018,167.9561618693,-0.4329785429,19.08487,19.05483,18.66277,18.4579,18.07703,756,301,2,348,3.14212418957896E+017,0.2757469,279,51984,314,QSO
1.23764872068858E+018,167.9469304535,-0.5897482529,19.06807,17.87498,17.24703,16.87582,16.63868,756,301,2,348,3.13032916449913E+017,0.08343689,278,51900,119,GALAXY
1.23764872068864E+018,168.0546725918,-0.5694489467,18.31569,17.45015,17.13064,16.9965,16.95776,756,301,2,349,4.32010634846324E+018,0.0005734375,3837,55572,103,STAR
1.23764872068864E+018,168.0526027898,-0.6078701531,18.9879,17.32927,16.56395,16.20898,15.91057,756,301,2,349,3.14209670178826E+017,0.1219616,279,51984,304,GALAXY
1.23764872068864E+018,168.1297177091,-0.4261622302,18.98431,18.61915,18.77658,18.55459,18.49757,756,301,2,349,3.13029617915029E+017,0.5433545,278,51900,107,QSO
1.23764872068864E+018,168.1249067958,-0.5701713754,19.49758,18.57076,18.26166,18.15741,18.13474,756,301,2,349,4.32133697712106E+018,0.0005604794,3838,55588,484,STAR
1.23764872068871E+018,168.2782936236,-0.4532806633,18.86474,17.91458,17.57982,17.45879,17.41592,756,301,2,350,4.26511289454111E+018,0.0001821793,3788,55246,742,STAR
1.23764872068871E+018,168.2545121673,-0.5613757953,19.48996,19.3194,19.27734,19.09357,18.85926,756,301,2,350,3.13019447432473E+017,2.138333,278,51900,70,QSO
1.23764872068878E+018,168.3615389548,-0.5338361916,19.4641,18.00401,17.5045,17.19832,17.03392,756,301,2,351,3.1301697353131E+017,0.05463228,278,51900,61,GALAXY
1.23764991897017E+018,25.3439854973,13.418706733,19.54808,18.37664,17.79705,17.41865,17.21045,1035,301,2,130,4.83097127354919E+017,0.1266564,429,51820,313,GALAXY
1.23764991897017E+018,25.3671633507,13.34040039,18.40134,17.35246,17.0206,16.90187,16.85266,1035,301,2,130,2.13703889198569E+018,-0.0004988079,1898,53260,294,STAR
1.23764991897017E+018,25.4106651261,13.4170499476,16.38294,15.03653,14.55807,14.39245,14.34412,1035,301,2,130,2.13815682046679E+018,-0.0002002375,1899,53262,265,STAR
1.23764991897017E+018,25.3962402867,13.3473152737,17.39926,15.90904,15.31429,15.09828,14.98883,1035,301,2,130,2.13703779247406E+018,-0.0001857148,1898,53260,290,STAR
1.23764991897017E+018,25.3687438237,13.4061492227,19.28757,18.08588,17.44984,17.03975,16.90682,1035,301,2,130,4.83098226866547E+017,0.100708,429,51820,317,GALAXY
1.23764991897017E+018,25.449841415,13.3638302004,19.58828,18.19678,17.45096,16.99288,16.72799,1035,301,2,130,4.79649059930401E+017,0.1002745,426,51882,57,GALAXY
1.23764991897023E+018,25.4876689495,13.4048106127,16.55687,15.07441,14.45136,14.21812,14.10915,1035,301,2,131,2.13704164076476E+018,0.0001491108,1898,53260,304,STAR
1.23764991897023E+018,25.5530383906,13.4497568851,16.98275,15.8149,15.38964,15.25233,15.22088,1035,301,2,131,2.13815819485632E+018,0.0001068117,1899,53262,270,STAR
1.23764991897023E+018,25.564845857,13.2991820806,18.51425,17.06662,16.45816,16.27022,16.19221,1035,301,2,131,2.13703999149732E+018,-0.0001677923,1898,53260,298,STAR
1.23764991897023E+018,25.5349491572,13.4105974532,18.74253,17.60262,17.0556,16.77388,16.54268,1035,301,2,131,4.83098501744454E+017,0.0269882,429,51820,318,GALAXY
1.23764991897023E+018,25.5306483536,13.2935450005,17.61653,16.54212,16.28996,16.19918,16.21046,1035,301,2,131,4.83098776622361E+017,0.002659677,429,51820,319,GALAXY
1.23764991897023E+018,25.6211823649,13.2965660151,19.09614,17.40946,16.67317,16.40389,16.28763,1035,301,2,131,2.13703614320662E+018,-0.000331249,1898,53260,284,STAR
1.2376499189703E+018,25.6770797728,13.3675200338,18.08275,16.42907,15.82637,15.62564,15.55076,1035,301,2,132,2.13704438954383E+018,-0.0002902298,1898,53260,314,STAR
1.2376499189703E+018,25.68905131,13.2628866355,17.63629,17.68829,17.99633,18.1863,18.47392,1035,301,2,132,4.83096577599105E+017,-0.0001342832,429,51820,311,STAR
1.2376499189703E+018,25.7319875787,13.4219868995,16.66727,15.12518,14.55113,14.35265,14.27656,1035,301,2,132,2.13702982101476E+018,-0.0001810789,1898,53260,261,STAR
1.2376499189703E+018,25.7654949109,13.232270366,16.99632,15.5413,14.9466,14.72707,14.63654,1035,301,2,132,2.13702817174732E+018,-0.0001022791,1898,53260,255,STAR
1.2376499189703E+018,25.6401486512,13.3284169299,18.38852,17.36157,16.97728,16.66806,16.57886,1035,301,2,132,4.83095752965384E+017,0.06233191,429,51820,308,GALAXY
1.2376499189703E+018,25.7591838166,13.2949825447,19.3537,17.92174,17.34625,17.14063,17.06592,1035,301,2,132,2.13702872150314E+018,-0.0002290782,1898,53260,257,STAR
1.23764991897036E+018,25.8119382115,13.3081515531,17.93192,16.71915,16.29374,16.1296,16.07795,1035,301,2,133,2.13816479192609E+018,-0.000022179,1899,53262,294,STAR
1.23764991897036E+018,25.8611067354,13.3202815024,17.68804,15.71494,14.82911,14.40426,14.06999,1035,301,2,133,4.83086407116548E+017,0.02753818,429,51820,274,GALAXY
1.23764991897036E+018,25.9337344863,13.2996342438,17.99897,16.36808,15.64715,15.35828,15.21937,1035,301,2,133,2.13702899638104E+018,-6.333928E-05,1898,53260,258,STAR
1.23764991897036E+018,25.7875957305,13.3710144705,19.58213,17.86978,16.95735,16.52532,16.16581,1035,301,2,133,4.7963833969203E+017,0.0735845,426,51882,18,GALAXY
1.23764991897036E+018,25.7822776849,13.2969531999,19.22461,17.64948,17.09655,16.91681,16.85408,1035,301,2,133,2.13702789686941E+018,-1.340521E-05,1898,53260,254,STAR
1.23764991897036E+018,25.7930587708,13.3358664005,19.45458,18.10555,17.40306,16.93542,16.65759,1035,301,2,133,4.83097402232826E+017,0.07697883,429,51820,314,GALAXY
1.23764991897036E+018,25.9152461813,13.3628988819,19.58504,19.55302,19.32898,19.30667,19.29126,1035,301,2,133,4.79636690424588E+017,1.234904,426,51882,12,QSO
1.23764991897043E+018,25.9354154012,13.2169787616,18.48518,16.45834,15.69516,15.39764,15.25103,1035,301,2,134,2.13702652247988E+018,-5.174914E-06,1898,53260,249,STAR
1.23764991897043E+018,25.9962027788,13.4102172561,17.96266,15.9061,15.16414,14.92183,14.80375,1035,301,2,134,2.13702047516593E+018,-9.370824E-05,1898,53260,227,STAR
1.23764991897043E+018,26.0415317394,13.3491940176,19.23291,16.6544,15.61105,15.24492,15.06397,1035,301,2,134,2.13702294906709E+018,-1.845084E-05,1898,53260,236,STAR
1.23764991897043E+018,26.0040622964,13.393860226,19.19331,18.23106,17.92547,17.77511,17.7285,1035,301,2,134,2.13702129979965E+018,-0.0006560198,1898,53260,230,STAR
1.23764991897043E+018,26.0004089352,13.2088135973,19.49992,19.07911,18.6233,18.3678,17.90728,1035,301,2,134,4.83084482971199E+017,0.2891846,429,51820,267,QSO
1.23764991897043E+018,26.0818322122,13.2782852677,19.09052,17.39353,16.54321,16.07419,15.70515,1035,301,2,134,4.8308530760492E+017,0.06445345,429,51820,270,GALAXY
1.2376499189705E+018,26.084620567,13.2201271916,18.64408,17.1326,16.59858,16.39477,16.34912,1035,301,2,135,2.1370273471136E+018,-0.0003339997,1898,53260,252,STAR
1.2376499189705E+018,26.2206714638,13.1868822318,18.13026,17.08511,16.69333,16.52303,16.4763,1035,301,2,135,2.13814362632725E+018,-0.0005657703,1899,53262,217,STAR
1.2376499189705E+018,26.2342025919,13.1985691813,18.4447,16.98328,16.45072,16.24781,16.1823,1035,301,2,135,2.13701387809616E+018,-0.0001685457,1898,53260,203,STAR
1.2376499189705E+018,26.1108700024,13.334392469,19.50204,17.51592,16.36931,15.87477,15.47522,1035,301,2,135,4.83085032727013E+017,0.1232876,429,51820,269,GALAXY
1.2376499189705E+018,26.1134651084,13.2129299408,19.27098,18.30609,17.93058,17.77021,17.74712,1035,301,2,135,2.13701717663104E+018,5.572351E-06,1898,53260,215,STAR
1.23764991897056E+018,26.2713702519,13.1870206413,17.96101,16.39971,15.8098,15.60652,15.52136,1035,301,2,136,2.1370155273636E+018,0.0001655513,1898,53260,209,STAR
1.23764991897063E+018,26.5328292607,13.2374282359,19.51644,18.15129,17.57819,17.33301,17.23414,1035,301,2,137,2.1369957361543E+018,-0.0002453565,1898,53260,137,STAR
1.23764991897069E+018,26.6557346283,13.3235433621,18.76235,16.56717,15.66111,15.34477,15.1891,1035,301,2,138,2.13699491152058E+018,-6.125336E-05,1898,53260,134,STAR
1.23764991897069E+018,26.5924883025,13.2070051604,19.1828,18.20987,17.88892,17.77344,17.7487,1035,301,2,138,4.83065791273527E+017,-3.234648E-05,429,51820,199,STAR
1.23764991897069E+018,26.5986254164,13.1864010626,19.41636,19.153,18.89228,18.89032,18.99654,1035,301,2,138,4.83060843471202E+017,1.199703,429,51820,181,QSO
1.23764991897076E+018,26.7560342391,13.2096673473,18.41662,16.82581,16.23936,16.04268,15.98866,1035,301,2,139,2.13698144250314E+018,-0.000002704,1898,53260,85,STAR
1.23764991897076E+018,26.8038421985,13.1301949332,18.68969,17.57483,17.04337,16.78571,16.65737,1035,301,2,139,2.13698529079384E+018,8.831357E-05,1898,53260,99,STAR
1.23764991897076E+018,26.8430610127,13.2062510536,19.24838,16.96473,15.94902,15.51004,15.26619,1035,301,2,139,2.13698226713686E+018,7.136144E-05,1898,53260,88,STAR
1.23764991897082E+018,26.8760502475,13.1454050054,18.83459,17.65788,17.43942,17.40183,17.42899,1035,301,2,140,4.83071288831666E+017,-0.0002016397,429,51820,219,STAR
1.23764991897082E+018,26.9400324334,13.1290453306,17.98852,16.48002,15.78714,15.51894,15.38443,1035,301,2,140,2.13698501591593E+018,-0.0001164704,1898,53260,98,STAR
1.23764991897082E+018,26.9788597458,13.1555270265,17.37342,15.94388,15.3736,15.16919,15.08182,1035,301,2,140,2.13698556567175E+018,-7.594111E-05,1898,53260,100,STAR
1.23764991897082E+018,26.9620552845,13.1546581997,18.09595,16.94604,16.34114,15.97507,15.78947,1035,301,2,140,4.83049298599111E+017,0.06980576,429,51820,139,GALAXY
1.23764991897082E+018,26.987828134,13.2984474376,19.50312,19.34043,19.44499,19.3155,19.41257,1035,301,2,140,5.24447594475262E+018,1.558779,4658,55592,124,QSO
1.23764991897089E+018,27.0521818337,13.3083263496,16.9492,15.9189,15.56452,15.42431,15.40562,1035,301,2,141,4.83052597133994E+017,-0.0007822738,429,51820,151,STAR
1.23764872229054E+018,148.1881008047,0.7516314185,17.95381,17.28597,17.12378,17.04028,16.88636,756,301,5,216,3.00748617889638E+017,0.02616739,267,51608,485,GALAXY
1.23764872229061E+018,148.3342813899,0.6977375475,15.59444,13.63157,12.68582,12.18435,11.80645,756,301,5,217,3.00754940081498E+017,0.01255482,267,51608,508,GALAXY
1.23764872229061E+018,148.3352415976,0.7206466748,18.46292,17.40333,16.94285,16.68523,16.48422,756,301,5,217,3.00754115447777E+017,0.02078303,267,51608,505,GALAXY
1.23764872229061E+018,148.33536135,0.628572864,19.20093,17.91525,17.30803,16.98795,16.90138,756,301,5,217,3.00757963738474E+017,0.01312433,267,51608,519,GALAXY
1.23764872229067E+018,148.4028636535,0.7551079441,19.54711,17.57291,16.61943,16.21256,15.88196,756,301,5,218,3.00755764715219E+017,0.09501842,267,51608,511,GALAXY
1.23764872229067E+018,148.44050913,0.7867369883,19.16294,18.04123,17.57491,17.35756,17.14587,756,301,5,218,3.00774456412891E+017,0.02051127,267,51608,579,GALAXY
1.23764872229067E+018,148.5247353716,0.6505421072,17.33712,16.13785,15.68184,15.41801,15.32794,756,301,5,218,3.00764011052427E+017,0.03454532,267,51608,541,GALAXY
1.23764872229067E+018,148.540483636,0.768493983,19.42435,18.12721,17.55593,17.15972,16.96816,756,301,5,218,3.00784352017541E+017,0.09006838,267,51608,615,GALAXY
1.23764872229074E+018,148.6007821732,0.8237101708,17.52899,15.6049,14.7109,14.2846,13.96229,756,301,5,219,5.63029426590214E+017,0.04751074,500,51994,289,GALAXY
1.23764872229074E+018,148.649382197,0.8269588063,17.9833,17.04811,16.76991,16.65887,16.62674,756,301,5,219,3.0183328652987E+017,0.0001101891,268,51633,335,STAR
1.23764872229074E+018,148.5516643523,0.8053097111,18.61817,17.25068,16.5754,16.19111,15.89713,756,301,5,219,3.00773082023356E+017,0.02883614,267,51608,574,GALAXY
1.23764872229074E+018,148.5589442315,0.6383093079,16.55021,15.30996,14.74529,14.43452,14.21344,756,301,5,219,3.00765935197776E+017,0.03467124,267,51608,548,GALAXY
1.23764872229074E+018,148.6429515013,0.6918201246,19.35935,18.31045,17.89483,17.64176,17.52753,756,301,5,219,3.0076648495359E+017,0.03460572,267,51608,550,GALAXY
1.23764872229074E+018,148.644825364,0.6323001122,19.17721,17.93795,17.48168,17.27304,17.10213,756,301,5,219,5.63028052200679E+017,0.03640864,500,51994,284,GALAXY
1.2376487222908E+018,148.805198249,0.8259018322,18.05606,17.08389,16.75074,16.62018,16.57691,756,301,5,220,3.01834111163591E+017,0.0007196802,268,51633,338,STAR
1.2376487222908E+018,148.8141081799,0.7728303184,18.29912,18.50164,18.92591,19.27672,19.58569,756,301,5,220,4.31013240305612E+018,5.926781E-05,3828,55539,682,STAR
1.2376487222908E+018,148.7153291602,0.8024459979,19.53848,19.65993,19.98834,20.26334,20.4243,756,301,5,220,5.41571631097604E+017,-5.657182E-05,481,51908,50,STAR
1.2376487222908E+018,148.7581020486,0.7165003744,18.63082,17.26382,16.59428,16.22408,15.98382,756,301,5,220,3.00776105680333E+017,0.06175778,267,51608,585,GALAXY
1.2376487222908E+018,148.7619301515,0.7575070534,18.09283,17.03771,16.64438,16.38438,16.2272,756,301,5,220,3.00783252505913E+017,0.04713756,267,51608,611,GALAXY
1.23764872229087E+018,148.8991817459,0.7003502055,18.19183,17.53572,17.44424,17.31724,17.25023,756,301,5,221,3.0077638055824E+017,0.03461061,267,51608,586,GALAXY
1.23764872229087E+018,148.9274138236,0.7808468228,17.0157,16.04754,15.79731,15.70132,15.68069,756,301,5,221,3.2111578687409E+018,0.0004782783,2852,54468,332,STAR
1.23764872229087E+018,148.9562816741,0.7603986836,18.16291,16.69053,16.17561,16.01199,15.93193,756,301,5,221,3.2111581436188E+018,5.245291E-05,2852,54468,333,STAR
1.23764872229087E+018,148.9657725029,0.6773849339,17.39772,15.95918,15.4167,15.21453,15.11234,756,301,5,221,3.21115841849671E+018,0.000088358,2852,54468,334,STAR
1.23764872229087E+018,148.8600221785,0.7486047684,19.59615,18.29237,17.55993,17.17602,16.89421,756,301,5,221,3.00777480069868E+017,0.08944283,267,51608,590,GALAXY
1.23764872229087E+018,148.8833357579,0.6857648818,18.93802,18.53383,17.91109,17.45269,17.21952,756,301,5,221,3.00778304703588E+017,0.1631241,267,51608,593,QSO
1.23764872229087E+018,148.9174658034,0.8117181364,19.37101,19.27487,18.69215,18.29162,18.00461,756,301,5,221,3.00784901773355E+017,2.017165,267,51608,617,QSO
1.23764872229087E+018,148.946897601,0.7731491433,18.65893,17.80001,17.54182,17.22646,17.1242,756,301,5,221,5.63018706351843E+017,0.06402612,500,51994,250,GALAXY
1.23764872229087E+018,148.9617131963,0.6872859054,19.54331,17.86385,16.96855,16.5235,16.16925,756,301,5,221,3.00787925430331E+017,0.09527842,267,51608,628,GALAXY
1.23764872229093E+018,149.0636988105,0.6750254467,18.33908,17.44444,17.14929,17.03474,17.00888,756,301,5,222,3.21115539483973E+018,0.0003663171,2852,54468,323,STAR
1.23764872229093E+018,149.1167274904,0.7067510481,17.70768,15.50936,14.6052,14.30213,14.14164,756,301,5,222,3.21115484508392E+018,2.449325E-05,2852,54468,321,STAR
1.23764872229093E+018,149.1216458024,0.7089098293,18.95498,17.26933,16.35187,15.88306,15.64096,756,301,5,222,3.01848404814752E+017,0.09600016,268,51633,390,GALAXY
1.23764872229093E+018,149.0050133857,0.6649992813,18.79076,17.34437,16.49598,16.04986,15.73168,756,301,5,222,3.00788200308238E+017,0.1257513,267,51608,629,GALAXY
1.23764872229093E+018,149.0082858424,0.7700123673,17.6886,16.50517,16.05798,15.75695,15.55417,756,301,5,222,3.01846205791496E+017,0.03412346,268,51633,382,GALAXY
1.23764872229093E+018,149.0568337911,0.7538945047,18.8538,17.71389,17.28673,17.04029,16.81953,756,301,5,222,3.0184675554731E+017,0.03463108,268,51633,384,GALAXY
1.23764872229093E+018,149.1396401932,0.7508709285,17.88054,16.88892,16.56062,16.38626,16.22593,756,301,5,222,3.01847030425217E+017,0.04617104,268,51633,385,GALAXY
1.237648722291E+018,149.1804769192,0.8207020807,16.63152,15.50548,15.0244,14.81238,14.72232,756,301,5,223,3.21115594459555E+018,0.0004926134,2852,54468,325,STAR
1.237648722291E+018,149.1845105719,0.7045806511,17.66669,16.71505,16.46751,16.36071,16.35165,756,301,5,223,3.21115924313043E+018,0.0004100685,2852,54468,337,STAR
1.237648722291E+018,149.2280903474,0.8378409079,19.40387,18.14967,17.26823,16.77757,16.49743,756,301,5,223,3.01853627494984E+017,0.1735455,268,51633,409,GALAXY
1.237648722291E+018,149.2551416626,0.8098387056,18.74207,17.23751,16.58239,16.29094,16.1528,756,301,5,223,3.55115600702981E+018,2.364116E-05,3154,54821,246,STAR
1.237648722291E+018,149.2572741921,0.6603945654,17.98458,16.41525,15.86572,15.67606,15.59758,756,301,5,223,3.2111699633688E+018,0.0001817946,2852,54468,376,STAR
1.237648722291E+018,149.176182793,0.7570038346,18.96889,17.67877,16.96826,16.53816,16.2743,756,301,5,223,3.01857200907774E+017,0.1255851,268,51633,422,GALAXY
1.237648722291E+018,149.1945911899,0.8165893842,19.26503,17.74197,17.02809,16.65569,16.3585,756,301,5,223,3.01854727006611E+017,0.06260738,268,51633,413,GALAXY
1.237648722291E+018,149.2247376913,0.7699600833,19.5382,18.46566,17.67411,17.24464,17.0125,756,301,5,223,3.01845930913589E+017,0.2061687,268,51633,381,GALAXY
1.237648722291E+018,149.2900146463,0.6687584032,19.38072,17.80252,17.039,16.58527,16.26962,756,301,5,223,3.01859125053123E+017,0.06538612,268,51633,429,GALAXY
1.23764872229106E+018,149.3198703667,0.7114244098,16.76412,15.72008,15.37272,15.24163,15.19782,756,301,5,224,3.21116831410136E+018,0.000033167,2852,54468,370,STAR
1.23764872229106E+018,149.3385674086,0.7064240287,18.15686,17.00044,16.46637,15.97107,15.83574,756,301,5,224,3.0186022456475E+017,0.08737121,268,51633,433,GALAXY
1.23764872229106E+018,149.3487059003,0.6860879669,16.48601,15.38875,15.2644,15.25336,15.28746,756,301,5,224,3.21116886385717E+018,0.000082012,2852,54468,372,STAR
1.23764872229106E+018,149.3544841278,0.6977103442,17.43301,17.60954,18.05955,18.36194,18.59813,756,301,5,224,4.31017968205612E+018,0.0001759477,3828,55539,854,STAR
1.23764872229106E+018,149.3546780453,0.7309269919,17.36781,16.2736,15.30799,14.9133,14.79391,756,301,5,224,3.01867921146145E+017,0.08695569,268,51633,461,GALAXY
1.23764870457996E+018,189.9439371714,0.032191027,17.67683,16.28368,15.74505,15.53762,15.45809,752,301,4,310,3.25964440904141E+018,-0.00000851,2895,54567,597,STAR
1.23764870457996E+018,189.9633077983,0.0264169461,18.79221,17.14565,16.3918,16.12313,15.95462,752,301,4,310,3.28779245638441E+018,0.0001818344,2920,54562,599,STAR
1.23764870457996E+018,190.0194256626,0.1147205977,18.71593,17.80663,17.51447,17.38921,17.32898,752,301,4,310,3.2596438592856E+018,-0.0008800838,2895,54567,595,STAR
1.23764870457996E+018,190.0243183789,0.0274767732,18.18102,16.10131,15.23747,14.90805,14.71646,752,301,4,310,3.25964468391932E+018,0.0001469918,2895,54567,598,STAR
1.23764870457996E+018,190.033969903,0.170947471,17.92852,16.14211,15.48818,15.27864,15.18214,752,301,4,310,3.25965595391351E+018,2.172876E-05,2895,54567,639,STAR
1.23764870457996E+018,190.0441737964,0.0943648238,17.22087,15.83089,15.29508,15.0836,14.9742,752,301,4,310,3.25965622879141E+018,-0.000105379,2895,54567,640,STAR
1.23764870457996E+018,189.911894408,0.0190560343,19.28154,18.09544,17.50564,17.13882,16.92494,752,301,4,310,3.26671809124526E+017,0.09117445,290,51941,585,GALAXY
1.23764870457996E+018,189.9687444563,0.1254853169,17.64329,15.9363,15.16452,14.76776,14.48105,752,301,4,310,3.26674008147782E+017,0.02283781,290,51941,593,GALAXY
1.23764870457996E+018,189.9737839351,0.1513300779,19.5635,18.2079,17.68238,17.47406,17.41044,752,301,4,310,3.25964303465188E+018,2.842705E-05,2895,54567,592,STAR
1.23764870458003E+018,190.0610727112,0.0954266152,19.47143,18.35173,18.127,18.04925,17.97866,752,301,4,311,3.28780345150068E+018,-2.424215E-05,2920,54562,639,STAR
1.23764870458009E+018,190.2581053524,0.1631348419,17.51373,16.20816,15.69662,15.50064,15.48353,752,301,4,312,3.25965375489025E+018,4.706456E-05,2895,54567,631,STAR
1.23764870458009E+018,190.2612861502,0.1995676076,19.44821,19.17486,19.04871,18.99611,19.04354,752,301,4,312,3.26686652531501E+017,0.6886616,290,51941,639,QSO
1.23764870458009E+018,190.2109895569,0.1623081935,19.10949,17.88919,17.34626,17.02346,16.80195,752,301,4,312,3.26686102775687E+017,0.09079736,290,51941,637,GALAXY
1.23764870458022E+018,190.5896191738,0.1771036879,19.0046,17.1114,16.195,15.7732,15.45656,752,301,4,314,3.27745482010946E+017,0.07969137,291,51928,395,GALAXY
1.23764870458022E+018,190.6156209617,0.0482117452,17.6293,16.85471,16.56708,16.44261,16.3216,752,301,4,314,3.27700951790021E+017,0.005102077,291,51928,233,GALAXY
1.23764870458029E+018,190.6565507902,0.0756819769,19.20152,17.33859,16.48903,16.08567,15.78672,752,301,4,315,3.27702326179555E+017,0.04851788,291,51928,238,GALAXY
1.23764870458029E+018,190.6668093161,0.1572104244,19.59908,17.62207,16.57038,16.09308,15.7233,752,301,4,315,3.27745756888852E+017,0.1175129,291,51928,396,GALAXY
1.23764870458075E+018,191.7445447932,0.1163519389,18.23957,16.68146,15.84209,15.436,15.09932,752,301,4,322,3.2779990783652E+017,0.08896293,291,51928,593,GALAXY
1.23764870458075E+018,191.7631602399,0.1522206905,19.32181,17.94338,17.14727,16.74583,16.45082,752,301,4,322,3.28879897780972E+017,0.08890882,292,51609,426,GALAXY
1.23764870458075E+018,191.8142983764,0.1213488622,18.41885,16.96743,16.17382,15.77205,15.51812,752,301,4,322,3.28879348025158E+017,0.09359889,292,51609,424,GALAXY
1.23764870458081E+018,191.9462161307,0.0580178005,18.84186,17.06882,16.2189,15.79637,15.48736,752,301,4,323,3.28894191432133E+017,0.08729241,292,51609,478,GALAXY
1.23764870458081E+018,191.8977893699,0.1288744996,19.51519,18.30251,17.74708,17.4102,17.20714,752,301,4,323,3.28883471193762E+017,0.08673923,292,51609,439,GALAXY
1.23764870458081E+018,191.9082208983,0.0574961589,18.84526,17.67673,16.85271,16.39018,16.10548,752,301,4,323,3.27658345714444E+017,0.0931983,291,51928,78,GALAXY
1.23764870458081E+018,191.9684459841,0.0124961007,19.56909,17.6779,16.70402,16.2611,15.9084,752,301,4,323,3.2764707572026E+017,0.09391362,291,51928,37,GALAXY
1.23764870458081E+018,191.979459275,0.059873739,18.65922,17.35072,16.6898,16.33354,16.09719,752,301,4,323,3.2889446631004E+017,0.08079409,292,51609,479,GALAXY
1.23764870458088E+018,192.1385588405,0.1869050875,17.18048,15.9805,15.56923,15.43204,15.37778,752,301,4,324,3.27811452708612E+017,-9.205768E-05,291,51928,635,STAR
1.23764870458088E+018,192.0745028093,0.0652010658,18.79453,16.86355,15.98425,15.57365,15.22537,752,301,4,324,3.2764790035398E+017,0.07165621,291,51928,40,GALAXY
1.23764870458088E+018,192.1122468519,0.0416745465,18.96904,17.68117,17.08463,16.67639,16.40367,752,301,4,324,3.27647350598166E+017,0.07105038,291,51928,38,GALAXY
1.23764870458094E+018,192.2085060847,0.1164540158,19.13942,17.25415,16.35476,15.9382,15.59375,752,301,4,325,3.28893091920505E+017,0.07161345,292,51609,474,GALAXY
1.23764870458101E+018,192.3999328182,0.0709414093,18.6753,17.79995,17.54513,17.45599,17.45645,752,301,4,326,4.33485052456414E+018,4.346816E-06,3850,55575,494,STAR
1.23764870458101E+018,192.4005375493,0.0837688151,19.15716,19.04737,19.01089,18.73825,18.82606,752,301,4,326,3.28897489967016E+017,1.642622,292,51609,490,QSO
1.23764870458101E+018,192.4380173338,0.1133274019,19.38708,18.4923,18.18142,18.04972,18.01251,752,301,4,326,4.3335998250376E+018,0.0001444821,3849,55274,40,STAR
1.23764870458108E+018,192.4649696432,0.1982332793,18.96585,17.54525,16.76086,16.35486,16.00846,752,301,4,327,3.28899963868178E+017,0.04678359,292,51609,499,GALAXY
1.23764870458127E+018,192.9180392026,0.0363592738,18.30884,17.87131,17.57342,17.498,17.31915,752,301,4,330,3.28916456542595E+017,0.8776056,292,51609,559,QSO
1.23764870458127E+018,193.0088636073,0.0684857224,19.54446,17.59113,16.7012,16.27882,15.94445,752,301,4,330,3.29984083675343E+017,0.08375064,293,51689,347,GALAXY
1.23764870458134E+018,193.097153436,0.1745244302,18.9569,17.91306,17.49825,17.18337,17.06676,752,301,4,331,3.29987382210226E+017,0.09671753,293,51689,359,GALAXY
1.23764870458134E+018,193.1011293861,0.1220059289,19.03943,17.74454,17.05459,16.68116,16.45554,752,301,4,331,3.29986557576505E+017,0.09721424,293,51689,356,GALAXY
1.23764870458134E+018,193.1252151418,0.0880921035,19.38765,18.24457,17.81407,17.52613,17.39755,752,301,4,331,3.29986282698598E+017,0.08381993,293,51689,355,GALAXY
1.23764870458153E+018,193.5683692105,0.1375631152,16.5374,15.31568,15.50973,15.65817,15.73511,752,301,4,334,3.29995353669528E+017,0.0006059481,293,51689,388,STAR
1.23764870458153E+018,193.5224060274,0.1753101845,18.42233,16.93423,16.19267,15.73082,15.33045,752,301,4,334,3.28926077269338E+017,0.0227484,292,51609,594,GALAXY
1.2376487045816E+018,193.7168310705,0.0680979027,19.05593,17.4469,16.62104,16.1772,15.8263,752,301,4,335,3.30005524152084E+017,0.08266877,293,51689,425,GALAXY
1.2376487045816E+018,193.7369019052,0.0551569496,19.21791,18.13693,17.6026,17.24186,17.04144,752,301,4,335,3.2893762214143E+017,0.08909807,292,51609,636,GALAXY
1.2376487045816E+018,193.7498265957,0.1400784777,19.15139,17.95295,17.41117,17.0716,16.91505,752,301,4,335,3.30007998053247E+017,0.1259531,293,51689,434,GALAXY
1.23764870458166E+018,193.8027247757,0.1166583601,15.71824,14.10427,13.4771,13.2345,13.24549,752,301,4,336,3.28935972873988E+017,0.004402257,292,51609,630,GALAXY
1.23764870458167E+018,193.9154118643,0.1747843817,18.77321,17.34856,16.62789,16.23534,15.98336,752,301,4,336,3.30009097564875E+017,0.1051565,293,51689,438,GALAXY
1.23764870458173E+018,193.9997626595,0.1173802691,18.74307,17.79867,17.49358,17.38617,17.37844,752,301,4,337,3.28937897019337E+017,-4.646723E-05,292,51609,637,STAR
1.23764870458173E+018,194.0327659308,0.0354960944,18.81174,18.41747,18.42776,18.37529,18.46878,752,301,4,337,3.29953297349765E+017,0.6511152,293,51689,235,QSO
1.23764870458173E+018,193.9504422564,0.1319724782,19.13401,17.89781,17.31444,16.9615,16.67193,752,301,4,337,3.28934323606546E+017,0.04795738,292,51609,624,GALAXY
